path,size_bytes,sha256,purpose
Chapter_10/governance/hosted-agent-release-record.md,959,d0d6f20004c15a01de8ee3a3145e10dc4b8cc9d903b644e4d94047fa0a77f7fd,Exercise 10-6 release record
Chapter_10/governance/mcp-access-boundary-design.md,1281,18bf892ae4e24096859428135ce637a6ea79eb686b48d93d3d441ed0390ae861,Exercise 10-3 access boundary
Chapter_10/governance/skill-approval-workflow.md,1174,96652addaf7d9bbe6d74172eef2237bb38f0e7405624cf8125f414f7da5ace79,Exercise 10-1 approval workflow
Chapter_10/promotion-and-rollback-commands.md,921,8978cab836b3d0110caa44e5eed477a4036d67d7ac661d9d5d421dffb4dffb3e,Exercise 10-6 command reference
Chapter_10/README.md,345,5d050173bfb55d066d4f42ada1d0d48991933dbb433443f14df201d3095b47d8,Chapter guide
Chapter_10/reference/azure-app-service-deployment-review-catalog-entry.md,1049,c65b77fc368b120d3a852759f0fe8659e5a74b878e5cce64e511f6dce8e5ea64,Chapter 10 catalog reference
Chapter_10/reference/CODEOWNERS.example,909,db23035444672471f5947404a5472a4089a40cec84a5536901dedf6ed913b5f1,Chapter 10 ownership reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-ai-search-retrieval-design/retrieval-brief.md,537,14ddedf29e2c1e3334949db17eb9bbe29f1209db5a55536e50487bca7c936db2,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-ai-search-retrieval-design/SKILL.md,1266,3f3a78c63c9ac55af2de789431959005c491dd5141e134da03541fcd8307a65a,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-app-service-deployment-review/examples/app-service-design-brief.md,407,09267b672e01276da7b55eb2c874b88524b2159150e1912514cf798f5e7b331a,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-app-service-deployment-review/SKILL.md,1995,d49a862a6c777dcab18371c68372807d1ae0c82d59ff7089f7db43c14f23ddb5,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-deployment-validation-review/SKILL.md,1569,0c2a3266633dad9e406a5c4dfb6cf57bf956c49d088116dd4e66bd9cf0a9ec7f,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/queries/dependencies.kql,428,24edab7a6eb67687bb5cb773fce03057b3182d87a998f524ec3da8c446b67459,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/queries/exceptions.kql,160,248e5f97ab77ac5bd9c405934afd4b780d412f8fca64534c3eb7481b43b78d31,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/queries/requests.kql,661,8aa2ec50e1cb2236653b728570ca6f54536a6c1c5f0236a76233e639607bbd5f,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/queries/traces.kql,289,5af37eae123e6c705836d6bda201281f5beaa435da255b6ab80f20b48555886d,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/query-test-record.md,257,c866216da79496659056f66c9ebcb3de1032cb47f59eb8814711d53af6c64586,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/README.md,441,ee906294a66ad341a3da78fe2f25a3ed2acb6c5f6e3fdf620df5d5f6a1998844,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-kql-diagnostics/SKILL.md,1225,27ee65df9ebd3a5d1e0433339cf0cdc2280d816a9c2321ff042ccd1d6cc1d341,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-observability-investigation/incident-brief.md,368,0c6fab17db257d61a0384b2ddee94653767c6153a558a479348170cb5f990a9c,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-observability-investigation/SKILL.md,1543,d7efad0add0b4ffa5e99f7a3f10d51a497bbdb87b19af84975624c83be517e92,Final repository reference
Final_Completed_Repository/azure-internal-skills/.github/skills/azure-release-readiness-review/SKILL.md,719,6899979e61eafca568c0b1ec97df5b25c7dbe54fa7eeb47a5f1f6d31e8eeb73e,Final repository reference
Final_Completed_Repository/azure-internal-skills/.vscode/mcp.json,291,cf0b98277ff05d9b46c5d17bb35ad958b72bb44c8c5fcba866fa6ae15ffe7465,Final repository reference
Final_Completed_Repository/azure-internal-skills/catalog.yaml,701,3c45e12821bfd4549b1b5cf35da01b9d81ca8295aa96ab3488f758a76d0f3a16,Final repository reference
Final_Completed_Repository/azure-internal-skills/CODEOWNERS,162,a8836b3b6697871320906b546852cad134013ba0fad73518b7a00f95360ed500,Final repository reference
Final_Completed_Repository/azure-internal-skills/CONTRIBUTING.md,375,fe7889839058aabac1865ec61be836494d8cc0550de9ceee70e0cfac0211a833,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/app-service-comparison-prompt.md,572,dc711e54af53ef23192eecd8ed5f0de92ea0cd51d2317336780a39552e2e36e2,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/app-service-comparison.md,513,22062d2ba0e6eb26992041bb02c71dbfd205e05a7a34eb33f258b7f48698a9dd,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/app-service-hosted-with-skill.md,381,6714a100bd311b8e82b974226b3518c37207abcf466caed4841f1791430230ed,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/app-service-with-skill.md,73,b0ef9046d9e8ceaf0e3ef4ddb21d82655f5152bde107112fec6ff46c7d7f0d6b,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/app-service-without-skill.md,68,38b837e7b02a35b8f21a7d6d9742f810e1762458b4b2eac3af519db27286dfad,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/evaluation-record.yaml,534,25468e5786975902222580c1ac14a322713cca0f728cb17d6edafe3e8c34d43b,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/foundry-skill-evaluation.jsonl,1261,e7b533076a413ef1fa7992fa6624d37b9b6eb55bcc861cf5c7e00d0bf8339b43,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/golden-tasks/app-service-review-001.yaml,1133,69322e2743ffe9f13b2c37f6cf0221e288bced5ea6ca749b4d2ae7a69f80194d,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/golden-tasks/storage-security-review-001.yaml,1010,67fde9abbc4c9adc094070a94f7259105a15eaa622ce59eddbd208bea02fb7a4,Final repository reference
Final_Completed_Repository/azure-internal-skills/evaluations/hosted-agent-evaluation-record.md,922,d2faf30ad23b18bb7515e6fc7f3e981457d13e8f478b8f799afa28cf0881ce36,Final repository reference
Final_Completed_Repository/azure-internal-skills/governance/hosted-agent-release-record.md,959,d0d6f20004c15a01de8ee3a3145e10dc4b8cc9d903b644e4d94047fa0a77f7fd,Final repository reference
Final_Completed_Repository/azure-internal-skills/governance/mcp-access-boundary-design.md,1281,18bf892ae4e24096859428135ce637a6ea79eb686b48d93d3d441ed0390ae861,Final repository reference
Final_Completed_Repository/azure-internal-skills/governance/skill-approval-workflow.md,1174,96652addaf7d9bbe6d74172eef2237bb38f0e7405624cf8125f414f7da5ace79,Final repository reference
Final_Completed_Repository/azure-internal-skills/operations/live-investigation-record.md,809,d39b6e5b20ed88d94b7d0815b3d3dc36577511e0b697108cd839885a4c9c4c64,Final repository reference
Final_Completed_Repository/azure-internal-skills/README.md,600,5eed2edcfefdbe933d26d028de8e1d7246e18d9d83c4095938c654df8087776f,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-ai-search-retrieval-design/retrieval-brief.md,537,14ddedf29e2c1e3334949db17eb9bbe29f1209db5a55536e50487bca7c936db2,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-ai-search-retrieval-design/SKILL.md,1266,3f3a78c63c9ac55af2de789431959005c491dd5141e134da03541fcd8307a65a,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-app-service-deployment-review/examples/app-service-design-brief.md,407,09267b672e01276da7b55eb2c874b88524b2159150e1912514cf798f5e7b331a,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-app-service-deployment-review/SKILL.md,1995,d49a862a6c777dcab18371c68372807d1ae0c82d59ff7089f7db43c14f23ddb5,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-deployment-validation-review/SKILL.md,1569,0c2a3266633dad9e406a5c4dfb6cf57bf956c49d088116dd4e66bd9cf0a9ec7f,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/queries/dependencies.kql,428,24edab7a6eb67687bb5cb773fce03057b3182d87a998f524ec3da8c446b67459,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/queries/exceptions.kql,160,248e5f97ab77ac5bd9c405934afd4b780d412f8fca64534c3eb7481b43b78d31,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/queries/requests.kql,661,8aa2ec50e1cb2236653b728570ca6f54536a6c1c5f0236a76233e639607bbd5f,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/queries/traces.kql,289,5af37eae123e6c705836d6bda201281f5beaa435da255b6ab80f20b48555886d,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/query-test-record.md,257,c866216da79496659056f66c9ebcb3de1032cb47f59eb8814711d53af6c64586,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/README.md,441,ee906294a66ad341a3da78fe2f25a3ed2acb6c5f6e3fdf620df5d5f6a1998844,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-kql-diagnostics/SKILL.md,1225,27ee65df9ebd3a5d1e0433339cf0cdc2280d816a9c2321ff042ccd1d6cc1d341,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-monitor-investigation/SKILL.md,511,7616edc5614bca6bf8c66ec6382d8c2a9ce9bfc885b632a8197f404fc1b93bac,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-observability-investigation/incident-brief.md,368,0c6fab17db257d61a0384b2ddee94653767c6153a558a479348170cb5f990a9c,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-observability-investigation/SKILL.md,1543,d7efad0add0b4ffa5e99f7a3f10d51a497bbdb87b19af84975624c83be517e92,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-release-readiness-review/SKILL.md,719,6899979e61eafca568c0b1ec97df5b25c7dbe54fa7eeb47a5f1f6d31e8eeb73e,Final repository reference
Final_Completed_Repository/azure-internal-skills/skills/azure-storage-security-review/SKILL.md,677,a3afb9c3542b29e1a5cd87a11c89fe2744ab2694e069923a66cb7414fa2c3c34,Final repository reference
Final_Completed_Repository/azure-internal-skills/templates/skill-review-checklist.md,591,1d78f1d746527aa058d23da6d51979455a79c8846b8ad62f653f67b3a82b4ec3,Final repository reference
Final_Completed_Repository/azure-internal-skills/templates/skill-template.md,772,2a2b59c39fee50e86d9039a7ab026cb22230484e0adc070b0f14bc566858f047,Final repository reference
Final_Completed_Repository/azure-internal-skills/tests/README.md,124,9d7228d6f43a065f2b6e56ead69472ab9a9a8d8a7518cdafa1e6e41924c237be,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/azure.yaml.reference,1194,55fb9573f9f6e5b1f1ce6365dc6943823f362653e40f876fb27282887fdee8db,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/README.md,1223,1ce06211cacf22fdced53aafcff4b12c0fae1fedf39b60768b23de53b08a1b69,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/.azdignore,55,c6a4a5bd108d3608b7c0bf4f81bcbe951afdecd693357bd6e5bc1cd697c0cc27,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/.dockerignore,63,334b7522551430a9bf905c3e171c0bad9037d0dac5955c8c1c325e01e1c0938f,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/.env.example,527,9cf6c21c14e4d735b21ec230e923758e1ae14b511c8e5355c323e6ea9958a49c,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/Dockerfile,215,9dfaccb413586d33a684f0e8eb1d560117ceaf8df62747d692f5617ec070e877,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/main.py,3051,94ff6a77a447504ccb52f525c97b1cead9624a001b7a9206d721aea2e3e28415,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/requirements.txt,106,1338b4964f80215fc887b034ed07ecf6c07c09b7c16038910ef10a32d1803ce2,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/src/skillops-toolbox-agent/toolbox.yaml,543,5a5337f2c0f1305063dde9346715537031e7e5446a46aa3e35f79243dd372595,Final repository reference
Final_Completed_Repository/policy-retrieval-hosted-agent/test-prompts.md,373,7e6da318893f5db62ab7ad63611b377952307f9a37e7f1bc1a6846bd93c820ba,Final repository reference
Final_Completed_Repository/README.md,310,aa564cd3f92541fcb804adcf4c250e73cb41176675070def43f65dabb5de54bf,Final repository guide
Final_Completed_Repository/sample-policy-documents/benefits-enrolment.txt,386,ee76aaecbfa9a4d49cf1e9f8f4659afabca29c811f37c830757c99702d9bce7a,Final repository reference
Final_Completed_Repository/sample-policy-documents/onboarding.txt,369,3f5626b8bf28c393cc87966f72bd68d5d3132355bbd0f76d58f6a97d11a1d011,Final repository reference
Final_Completed_Repository/sample-policy-documents/parental-leave.txt,487,0610c1d82fce4ded405eb25e67a27c80a54fea7fe3bf11376b9583c1045d44da,Final repository reference
Final_Completed_Repository/skillops-chapter-6/.azure/deployment-plan.md,1671,2250fb604c85c22b2c2a1d9d4e368b7cff4280e1b54bc97f4bcfbfae802f8350,Final repository reference
Final_Completed_Repository/skillops-chapter-6/main.bicep,502,472122a170e024b1d4163f92defed4a2f65f427e98c615f2d42cce5cfce6a8ab,Final repository reference
Final_Completed_Repository/skillops-chapter-6/release-evidence.md,619,b08f285805c4f0b48841befbdae45b91dcd5112f4823e5405e41c50c80595b75,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/azure.yaml.reference,1194,55fb9573f9f6e5b1f1ce6365dc6943823f362653e40f876fb27282887fdee8db,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/candidate-policy-retrieval-toolbox.yaml,535,69aac056982fa1342d4d0ef49f46d70c9904579c7c2d2a677f6c1f3ec88ddb32,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/hosted-agent-record.md,386,e9a5ae0a729bd1595e57c23535b7c85afe83ea15d8301a54f778463c988d4ed2,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/policy-retrieval-toolbox.yaml,515,45e14333341d2cfeffc3bfc94af69d3466d2a7274ade8ea7d1a0d1722fe1e87a,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/README.md,1232,436efcbe3b088e06c0f125df5a64762c8d803f6a06801149dc976060642f3563,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/.azdignore,55,c6a4a5bd108d3608b7c0bf4f81bcbe951afdecd693357bd6e5bc1cd697c0cc27,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/.dockerignore,63,334b7522551430a9bf905c3e171c0bad9037d0dac5955c8c1c325e01e1c0938f,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/.env.example,527,9cf6c21c14e4d735b21ec230e923758e1ae14b511c8e5355c323e6ea9958a49c,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/Dockerfile,215,9dfaccb413586d33a684f0e8eb1d560117ceaf8df62747d692f5617ec070e877,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/main.py,3051,94ff6a77a447504ccb52f525c97b1cead9624a001b7a9206d721aea2e3e28415,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/requirements.txt,106,1338b4964f80215fc887b034ed07ecf6c07c09b7c16038910ef10a32d1803ce2,Final repository reference
Final_Completed_Repository/skillops-deployment-review-agent/src/skillops-toolbox-agent/toolbox.yaml,153,2d2b7c978f72aa522f1ad896964f6739f67606647f4b4670aa111f2aa2f4309e,Final repository reference
README.md,2825,1194e5e43cb2f75f5f3ee4eb47a8381f89274692625058f42551365954e8817c,Root usage guide
Reference_Listings/Listing_10-1.txt,474,b39bf9dbf992347b072748fec32b51a5029d9c366e2d26d52484ce575de1b3f3,Extracted manuscript listing
Reference_Listings/Listing_10-2.txt,883,66bfcd7bbd24ce1a88d0a015fc705f9181fd8131ca81f09491e3d86c40ba4581,Extracted manuscript listing
Reference_Listings/Listing_2-1.txt,607,654267d793534c5903f72e15ee870e5b8bf36dc83b6a08f7f5376ff491402a82,Extracted manuscript listing
Reference_Listings/Listing_3-1.txt,255,ed666e2a1acb6ce63e1d5c3a56df8ed58bf35c41dfc4167606aed277280495bd,Extracted manuscript listing
Reference_Listings/Listing_3-2.txt,597,3c985f39c03d33c90184a344d4023a74e412edb2b20b16f6551d7d0294e6adb6,Extracted manuscript listing
Reference_Listings/Listing_3-3.txt,671,0abdd8c7096118b6aa4f41a5d61fcf0feea70c1fb61997de7e27c16d8b01b61b,Extracted manuscript listing
Reference_Listings/Listing_3-4.txt,489,4b337c92bef7e0b0f8102d3075bbd01cfab477ced0dfb9e2684f91706f0d04d2,Extracted manuscript listing
Reference_Listings/Listing_4-1.txt,389,aa9735ac1d449b09dda5ac0b7e370273cb162737a2bd0e14acad3127427fef17,Extracted manuscript listing
Reference_Listings/Listing_4-2.txt,1355,d643bd676af2a94666d34319f76f7d8ecbd590d13f514a823e9b206d69853c0f,Extracted manuscript listing
Reference_Listings/Listing_4-3.txt,627,b0641b239a18020a8cfaec27b735618ce29524aabd84fe565d01d6f04da20317,Extracted manuscript listing
Reference_Listings/Listing_4-4.txt,588,191aafcccbf0ca3e0baecedcd252ff0be32ee2bd82823494c0a2d838222cd6a1,Extracted manuscript listing
Reference_Listings/Listing_4-5.txt,539,dca10293f197913de5b5fafe23d9f040e6c703435544439d82d5f57cf9f56938,Extracted manuscript listing
Reference_Listings/Listing_5-1.txt,1182,4bb18d837bb3fe9cecf0e8df4848675e8c724499c1d75835de59bdff5ef82b79,Extracted manuscript listing
Reference_Listings/Listing_5-2.txt,666,151d9014c747a04f864c47dae2e0550a3220eaee4cb4804ce89b8a54fef3a078,Extracted manuscript listing
Reference_Listings/Listing_5-3.txt,806,db5c2c37bbe46d6c2d769bc295a1478ec36111ee25455a111361d97649ab9e97,Extracted manuscript listing
Reference_Listings/Listing_5-4.txt,779,a3dbd44a997b89846811b13557b1f0aac45dbd8ba8d5aadb599e89a46a26cf42,Extracted manuscript listing
Reference_Listings/Listing_5-5.txt,592,905743984b95e3f1431cfe7fc85b7f08936d6f493f70404e4cab0d9937991c44,Extracted manuscript listing
Reference_Listings/Listing_6-1.txt,1113,acb480f10f4362947ff9cfe43199bb862bb9b951b9b83aecd1c0e9b812d5cf8d,Extracted manuscript listing
Reference_Listings/Listing_6-2.txt,986,c21dd4cece32d63935cf366f8bf3fe8c2bb901282affb23d327dcc21c4c4a525,Extracted manuscript listing
Reference_Listings/Listing_6-3.txt,1110,4f6149d0b37e7992a9487c42475bcda57e864c16dbc0501bb816b09943b58b25,Extracted manuscript listing
Reference_Listings/Listing_6-4.txt,723,a5920a32b2f4c03faf72467e218180db0d3984cfaa0afebb1233821716869091,Extracted manuscript listing
Reference_Listings/Listing_7-1.txt,1551,5920e0b6fd695972effc1b381b8add55c2ff2d5e32bbfcfdc32b02dafc95f444,Extracted manuscript listing
Reference_Listings/Listing_7-2.txt,689,4f38af6dfa31981dbf2229254e724fe381bedb33a7aa05ec300711e1144f7fcb,Extracted manuscript listing
Reference_Listings/Listing_7-3.txt,605,af90e02d109d5ff9b74b741d5d47bad9d50760501779771c3932dde3b8793ab5,Extracted manuscript listing
Reference_Listings/Listing_7-4.txt,297,e9e4b07d496a700174e5a3a7301aedacdb551236e40cfd1c5f37eef0d7368b85,Extracted manuscript listing
Reference_Listings/Listing_7-5.txt,1231,6f8bdd8483df83b16a988fb0fa305a9e099943fde8171bc6f446f8296c0cca37,Extracted manuscript listing
Reference_Listings/Listing_7-6.txt,1146,5c004629fdeb706a28c170008f5204ad2627a9def8bd3533df807448c3e0757f,Extracted manuscript listing
Reference_Listings/Listing_7-7.txt,1236,faa3097372fa1b00e45d8019d7f5acaa7123349a0fa7b6eb9ee76aeec12da971,Extracted manuscript listing
Reference_Listings/Listing_8-1.txt,1339,c85acfec75eb028840b176ba0abd9e13c5a6ea81d4f6a2eb60f9c8e79fa7c039,Extracted manuscript listing
Reference_Listings/Listing_8-2.txt,1272,3470d6f24966f61102939bcc720a2f6b393d588734807cc5a611df6fcefb6be1,Extracted manuscript listing
Reference_Listings/Listing_8-3.txt,1323,bd265c3aca0b68a26f0d4ae273dc2f82e8884c0e7d4c81f0a15bd99e96a83329,Extracted manuscript listing
Reference_Listings/Listing_8-4.txt,1194,60b5bd0807e06dc6b5f3b5ab14f2f3e3e67b32b89927d6801164c9183a319955,Extracted manuscript listing
Reference_Listings/Listing_9-1.txt,1474,ced92bc49a73c26052990c25a4706686e2654893234feb2291657ee17b393045,Extracted manuscript listing
Reference_Listings/Listing_9-2.txt,534,25468e5786975902222580c1ac14a322713cca0f728cb17d6edafe3e8c34d43b,Extracted manuscript listing
Reference_Listings/Listing_9-3.txt,575,00260698cea611f7c13b168a7f609457315054f3c3bc089c67d2b9e5b3678546,Extracted manuscript listing
Reference_Listings/Listing_9-4.txt,685,83cf113ae92fbfc75229b38d9eab15f2119d8d5e549da1d942cbb586f274512f,Extracted manuscript listing
Reference_Listings/README.md,276,41044f214046edcd331c25b276407cf293f7558bdabdae0a969bff6fbbb85552,Listing guide
THIRD_PARTY_NOTICES.md,552,ffc3cf2f819d9f1f4861ed1b583651e87b849e6cbe5f08e3a3d884434aec2b85,Third-party notice
tools/validate_supplementary_files.py,3266,378640987c20765cac9b02c55387026a1a52320c2fe5e64fec0fa84584350c42,Package validation utility
MANIFEST.csv,,SELF-NOT-HASHED,File manifest; self-hash omitted to avoid recursion
